record_id,entity_type,entity_id,field_name,candidate_value,source_id,source_locator,evidence_summary,assessment,checked_at,issue_note
B4W1E0049,Career,C000226,contract_season,2026-27,B4W1S0011,ニュース本文,2026-27シーズン継続契約,SUPPORTED,2026-09-20,
B4W1E0050,Career,C000226,contract_announcement_date,2026-05-28,B4W1S0011,ニュース公開日,継続契約発表日,SUPPORTED,2026-09-20,
B4W1E0051,Career,C000226,contract_term,2028-29シーズンまで,B4W1S0011,ニュース本文,2028-29シーズンまでの3年契約,SUPPORTED,2026-09-20,
B4W1E0053,Organization,ORG000010,name,福岡第一高等学校,B4W1S0001,PDF 1ページ > 所属欄,JBA公式資料の組織名,SUPPORTED,2026-09-20,
B4W1E0054,Organization,ORG000015,name,東海大学,B4W1S0002,PDF 選手一覧 > 所属欄,JBA公式資料の組織名,SUPPORTED,2026-09-20,
B4W1E0055,Organization,ORG000055,name,横浜ビー・コルセアーズ,B4W1S0003,クラブ所属履歴 > 横浜BC,B.LEAGUE公式のクラブ表記を正式名へ対応,SUPPORTED,2026-09-20,公式ページ内の履歴表示は略称・横浜BC
B4W1E0056,Organization,ORG000017,name,日本経済大学,B4W1S0007,日本経済大学 ROSTER,JUBF公式資料の組織名,SUPPORTED,2026-09-20,既存バッチの組織ID重複は別Issue
B4W1E0057,Organization,ORG000097,name,三遠ネオフェニックス,B4W1S0009,ニュース本文,クラブ公式の組織名,SUPPORTED,2026-09-20,
B4W1E0058,Organization,ORG000098,name,メンフィス・グリズリーズ,B4W1S0004,公式発表の発行元と本文,NBAクラブの日本語表記候補,SUPPORTED,2026-09-20,原資料の英語名はMemphis Grizzlies
B4W2E0022,Person,P000067,name,長岡 大杜,B4W2S0006,基本情報 > 選手名,B.LEAGUE公式プロフィールの氏名,SUPPORTED,2026-09-20,
B4W2E0023,Person,P000067,name_en,Daito Nagaoka,B4W2S0006,基本情報 > 英語表記,B.LEAGUE公式プロフィールの英語表記,SUPPORTED,2026-09-20,
B4W2E0024,Person,P000067,birth_date,2007-10-17,B4W2S0006,基本情報 > 生年月日,B.LEAGUE公式プロフィールの生年月日,SUPPORTED,2026-09-20,
B4W2E0025,Person,P000067,height_cm,178,B4W2S0006,基本情報 > 身長,B.LEAGUE公式プロフィールの身長,SUPPORTED,2026-09-20,
B4W2E0026,Person,P000067,weight_kg,77,B4W2S0006,基本情報 > 体重,B.LEAGUE公式プロフィールの体重,SUPPORTED,2026-09-20,
B4W2E0027,Person,P000067,birthplace_prefecture,山口県,B4W2S0006,基本情報 > 出身地,B.LEAGUE公式プロフィールの出身地,SUPPORTED,2026-09-20,国籍欄としては扱わない
B4W2E0028,Career,C000230,organization_id,ORG000010,B4W2S0006,基本情報 > 出身校,福岡第一高等学校在学中と掲載,SUPPORTED,2026-09-20,入学・卒業年月は不明
B4W2E0029,Career,C000230,role,Player,B4W2S0007,新規リーグエントリー選手欄,福岡第一高等学校在学中の選手として掲載,SUPPORTED,2026-09-20,
B4W2E0030,Career,C000230,academic_status,在学中,B4W2S0007,選手プロフィール > 出身校,発表時点で福岡第一高等学校在学中,SUPPORTED,2026-09-20,基準日は2026-01-30
B4W2E0031,Career,C000231,organization_id,ORG000100,B4W2S0007,新規リーグエントリー選手欄,山口パッツファイブの新規リーグエントリー,SUPPORTED,2026-09-20,
B4W2E0032,Career,C000231,role,Player,B4W2S0007,新規リーグエントリー選手欄,登録選手として掲載,SUPPORTED,2026-09-20,
B4W2E0033,Career,C000231,league_entry_announcement,2026-01-30,B4W2S0007,公開日,新規リーグエントリー発表日,SUPPORTED,2026-09-20,実際の契約開始日とは限らない
B4W2E0034,Career,C000231,jersey_number,17,B4W2S0007,選手プロフィール > 背番号,山口での背番号,SUPPORTED,2026-09-20,
B4W2E0035,Career,C000231,position,SG,B4W2S0007,選手プロフィール > ポジション,山口での登録ポジション,SUPPORTED,2026-09-20,
B4W2E0036,Career,C000231,competition_participation,2025-26 B3 1試合1分12秒,B4W2S0006,2025-26 B3 シーズン成績,B3公式戦出場を掲載,SUPPORTED,2026-09-20,
B4W2E0037,Organization,ORG000010,name,福岡第一高等学校,B4W2S0007,選手プロフィール > 出身校,B3公式の学校名,SUPPORTED,2026-09-20,
B4W2E0038,Organization,ORG000090,name,横浜エクセレンス,B4W2S0002,発行元・本文,クラブ公式の組織名,SUPPORTED,2026-09-20,Excel原本の既存IDを使用
B4W2E0040,Organization,ORG000100,name,山口パッツファイブ,B4W2S0007,選手所属欄,B3公式のクラブ名,SUPPORTED,2026-09-20,
B4W3E0001,Person,P000068,name,重冨 周希,B4W3S0002,基本情報 > 選手名,B.LEAGUE公式の氏名,SUPPORTED,2026-09-20,
B4W3E0002,Person,P000068,name_en,Shuki Shigetomi,B4W3S0002,基本情報 > 英語表記,B.LEAGUE公式の英語表記,SUPPORTED,2026-09-20,
B4W3E0003,Person,P000068,birth_date,1998-06-09,B4W3S0002,基本情報 > 生年月日,生年月日を掲載,SUPPORTED,2026-09-20,
B4W3E0004,Person,P000068,height_cm,174,B4W3S0002,基本情報 > 身長,登録身長,SUPPORTED,2026-09-20,
B4W3E0005,Person,P000068,weight_kg,74,B4W3S0002,基本情報 > 体重,登録体重,SUPPORTED,2026-09-20,
B4W3E0006,Career,C000232,organization_id,ORG000010,B4W3S0001,PDF 11面 > バスケットボール部 > 重冨周希,出身高校を福岡第一高と掲載,SUPPORTED,2026-09-20,
B4W3E0008,Career,C000233,organization_id,ORG000018,B4W3S0001,PDF 11面 > バスケットボール部,専修大学2017年度入部者として掲載,SUPPORTED,2026-09-20,
B4W3E0009,Career,C000233,role,Player,B4W3S0001,PDF 11面 > バスケットボール部,選手として入部者欄に掲載,SUPPORTED,2026-09-20,
B4W3E0010,Career,C000233,entry_year,2017,B4W3S0001,PDF見出し > 2017年度,2017年度入部,SUPPORTED,2026-09-20,
B4W3E0011,Career,C000234,organization_id,ORG000040,B4W3S0002,クラブ所属履歴,2021-22から2023-24福岡,SUPPORTED,2026-09-20,
B4W3E0012,Career,C000234,role,Player,B4W3S0002,選手プロフィール,B.LEAGUE選手として掲載,SUPPORTED,2026-09-20,
B4W3E0013,Career,C000234,seasons,2021-22|2022-23|2023-24,B4W3S0002,クラブ所属履歴,福岡所属シーズン,SUPPORTED,2026-09-20,
B4W3E0014,Career,C000234,competition_participation,2023-24 B2 53試合,B4W3S0002,シーズン成績,B2公式戦出場,SUPPORTED,2026-09-20,
B4W3E0015,Career,C000235,organization_id,ORG000050,B4W3S0002,クラブ所属履歴 > 2026-27湘南,ウォルガ湘南所属,SUPPORTED,2026-09-20,
B4W3E0016,Career,C000235,role,Player,B4W3S0002,2026-27選手プロフィール,登録選手として掲載,SUPPORTED,2026-09-20,
B4W3E0017,Person,P000069,name,重冨 友希,B4W3S0003,基本情報 > 選手名,B.LEAGUE公式の氏名,SUPPORTED,2026-09-20,
B4W3E0018,Person,P000069,name_en,Yuuki Shigetomi,B4W3S0003,基本情報 > 英語表記,B.LEAGUE公式の英語表記,SUPPORTED,2026-09-20,
B4W3E0019,Person,P000069,birth_date,1998-06-09,B4W3S0003,基本情報 > 生年月日,生年月日を掲載,SUPPORTED,2026-09-20,
B4W3E0020,Person,P000069,height_cm,174,B4W3S0003,基本情報 > 身長,登録身長,SUPPORTED,2026-09-20,
B4W3E0021,Person,P000069,weight_kg,75,B4W3S0003,基本情報 > 体重,登録体重,SUPPORTED,2026-09-20,
B4W3E0022,Career,C000236,organization_id,ORG000010,B4W3S0001,PDF 11面 > バスケットボール部 > 重冨友希,出身高校を福岡第一高と掲載,SUPPORTED,2026-09-20,
B4W3E0024,Career,C000237,organization_id,ORG000018,B4W3S0001,PDF 11面 > バスケットボール部,専修大学2017年度入部者として掲載,SUPPORTED,2026-09-20,
B4W3E0025,Career,C000237,role,Player,B4W3S0001,PDF 11面 > バスケットボール部,選手として入部者欄に掲載,SUPPORTED,2026-09-20,
B4W3E0026,Career,C000237,entry_year,2017,B4W3S0001,PDF見出し > 2017年度,2017年度入部,SUPPORTED,2026-09-20,
B4W3E0027,Career,C000238,organization_id,ORG000040,B4W3S0004,プレイ歴,2021-22福岡、2022-23途中まで福岡,SUPPORTED,2026-09-20,
B4W3E0028,Career,C000238,role,Player,B4W3S0004,契約選手プロフィール,選手として掲載,SUPPORTED,2026-09-20,
B4W3E0029,Career,C000239,organization_id,ORG000100,B4W3S0004,プレイ歴,2022-23期限付き移籍、2023-25山口,SUPPORTED,2026-09-20,
B4W3E0030,Career,C000239,role,Player,B4W3S0004,契約合意発表,山口との選手契約,SUPPORTED,2026-09-20,
B4W3E0031,Career,C000239,contract_season,2025-26,B4W3S0004,発表見出し・本文,2025-26継続契約,SUPPORTED,2026-09-20,
B4W3E0032,Person,P000014,name,キエキエ トピー アリ,B4W3S0005,基本情報 > 選手名,中黒を除いた既存Person表記に対応,SUPPORTED,2026-09-20,
B4W3E0033,Person,P000014,name_en,Topy Ali Kiekie,B4W3S0005,基本情報 > 英語表記,B.LEAGUE公式の英語表記,SUPPORTED,2026-09-20,
B4W3E0034,Person,P000014,birth_date,2003-03-23,B4W3S0005,基本情報 > 生年月日,生年月日を掲載,SUPPORTED,2026-09-20,
B4W3E0035,Career,C000240,organization_id,ORG000101,B4W3S0006,経歴 > 2021.01-03鹿児島,高校在学中の鹿児島所属,SUPPORTED,2026-09-20,
B4W3E0036,Career,C000240,role,Player,B4W3S0005,2020-21鹿児島シーズン成績,B3公式戦18試合出場,SUPPORTED,2026-09-20,
B4W3E0037,Career,C000240,competition_participation,2020-21 B3 18試合369分24秒,B4W3S0005,シーズン成績,鹿児島での公式戦出場,SUPPORTED,2026-09-20,
B4W3E0038,Career,C000241,organization_id,ORG000090,B4W3S0006,契約合意本文,横浜EXとの契約,SUPPORTED,2026-09-20,
B4W3E0039,Career,C000241,role,Player,B4W3S0006,契約選手プロフィール,選手契約の対象,SUPPORTED,2026-09-20,
B4W3E0040,Career,C000241,contract_season,2024-25,B4W3S0006,発表見出し,2024-25契約,SUPPORTED,2026-09-20,
B4W3E0041,Career,C000241,competition_participation,2024-25 B3RS 4試合・B3PO 3試合,B4W3S0005,シーズン成績,横浜EXで公式戦出場,SUPPORTED,2026-09-20,
B4W3E0042,Career,C000241,contract_end_notice,2025-05-22,B4W3S0007,契約満了本文,自由交渉選手リスト公示日,SUPPORTED,2026-09-20,
B4W3E0043,Person,P000070,name,遥 天翼,B4W3S0008,基本情報 > 選手名,B.LEAGUE公式の氏名,SUPPORTED,2026-09-20,
B4W3E0044,Person,P000070,name_en,Tenyoku You,B4W3S0008,基本情報 > 英語表記,B.LEAGUE公式の英語表記,SUPPORTED,2026-09-20,
B4W3E0045,Person,P000070,birth_date,1988-10-06,B4W3S0008,基本情報 > 生年月日,生年月日を掲載,SUPPORTED,2026-09-20,
B4W3E0046,Person,P000070,birthplace_country,中国,B4W3S0009,プロフィール > 出身地,中華人民共和国出身、日本国籍と記載,SUPPORTED,2026-09-20,
B4W3E0047,Person,P000070,nationality,日本,B4W3S0009,プロフィール > 出身地,日本国籍と明記,SUPPORTED,2026-09-20,
B4W3E0048,Career,C000242,organization_id,ORG000010,B4W3S0009,経歴 > 福岡第一高校,高校経歴を掲載,SUPPORTED,2026-09-20,
B4W3E0050,Career,C000243,organization_id,ORG000015,B4W3S0009,経歴 > 東海大学,大学経歴を掲載,SUPPORTED,2026-09-20,
B4W3E0052,Career,C000244,organization_id,ORG000104,B4W3S0009,経歴 > 2011-13 三菱電機ダイヤモンドドルフィンズ,2011-13 三菱電機ダイヤモンドドルフィンズ,SUPPORTED,2026-09-20,
B4W3E0053,Career,C000244,role,Player,B4W3S0009,選手経歴 > 2011-13 三菱電機ダイヤモンドドルフィンズ,プロ選手経歴として掲載,SUPPORTED,2026-09-20,
B4W3E0054,Career,C000245,organization_id,ORG000054,B4W3S0009,経歴 > 2013-14 三菱電機ダイヤモンドドルフィンズ名古屋,2013-14 三菱電機ダイヤモンドドルフィンズ名古屋,SUPPORTED,2026-09-20,
B4W3E0055,Career,C000245,role,Player,B4W3S0009,選手経歴 > 2013-14 三菱電機ダイヤモンドドルフィンズ名古屋,プロ選手経歴として掲載,SUPPORTED,2026-09-20,
B4W3E0056,Career,C000246,organization_id,ORG000067,B4W3S0009,経歴 > 2014-16 熊本ヴォルターズ,2014-16 熊本ヴォルターズ,SUPPORTED,2026-09-20,
B4W3E0057,Career,C000246,role,Player,B4W3S0009,選手経歴 > 2014-16 熊本ヴォルターズ,プロ選手経歴として掲載,SUPPORTED,2026-09-20,
B4W3E0058,Career,C000247,organization_id,ORG000052,B4W3S0009,経歴 > 2016-18 新潟アルビレックスBB,2016-18 新潟アルビレックスBB,SUPPORTED,2026-09-20,
B4W3E0059,Career,C000247,role,Player,B4W3S0009,選手経歴 > 2016-18 新潟アルビレックスBB,プロ選手経歴として掲載,SUPPORTED,2026-09-20,
B4W3E0060,Career,C000248,organization_id,ORG000040,B4W3S0009,経歴 > 2018-19 ライジングゼファー福岡,2018-19 ライジングゼファー福岡,SUPPORTED,2026-09-20,
B4W3E0061,Career,C000248,role,Player,B4W3S0009,選手経歴 > 2018-19 ライジングゼファー福岡,プロ選手経歴として掲載,SUPPORTED,2026-09-20,
B4W3E0062,Career,C000249,organization_id,ORG000102,B4W3S0009,経歴 > 2019-20 東京サンレーヴス,2019-20 東京サンレーヴス,SUPPORTED,2026-09-20,
B4W3E0063,Career,C000249,role,Player,B4W3S0009,選手経歴 > 2019-20 東京サンレーヴス,プロ選手経歴として掲載,SUPPORTED,2026-09-20,
B4W3E0064,Career,C000250,organization_id,ORG000103,B4W3S0009,経歴 > 2020-22 茨城ロボッツ,2020-22 茨城ロボッツ,SUPPORTED,2026-09-20,
B4W3E0065,Career,C000250,role,Player,B4W3S0009,選手経歴 > 2020-22 茨城ロボッツ,プロ選手経歴として掲載,SUPPORTED,2026-09-20,
B4W3E0066,Career,C000251,organization_id,ORG000103,B4W3S0009,経歴 > 2022-25 茨城U15,茨城ロボッツU15所属,SUPPORTED,2026-09-20,
B4W3E0067,Career,C000251,role,Head Coach,B4W3S0009,経歴 > U15ヘッドコーチ,2022-25 U15ヘッドコーチ,SUPPORTED,2026-09-20,
B4W3E0068,Career,C000252,organization_id,ORG000067,B4W3S0009,経歴 > 2025- 熊本,熊本ヴォルターズ所属,SUPPORTED,2026-09-20,
B4W3E0069,Career,C000252,role,Assistant Coach,B4W3S0009,発表見出し・経歴,2025-26アシスタントコーチ就任,SUPPORTED,2026-09-20,
B4W3E0070,Organization,ORG000010,name,福岡第一高等学校,B4W3S0001,資料内の組織名・経歴欄,公式資料の組織表記,SUPPORTED,2026-09-20,
B4W3E0071,Organization,ORG000015,name,東海大学,B4W3S0009,資料内の組織名・経歴欄,公式資料の組織表記,SUPPORTED,2026-09-20,
B4W3E0072,Organization,ORG000018,name,専修大学,B4W3S0001,資料内の組織名・経歴欄,公式資料の組織表記,SUPPORTED,2026-09-20,
B4W3E0073,Organization,ORG000040,name,ライジングゼファー福岡,B4W3S0002,資料内の組織名・経歴欄,公式資料の組織表記,SUPPORTED,2026-09-20,
B4W3E0074,Organization,ORG000050,name,ウォルガ湘南,B4W3S0002,資料内の組織名・経歴欄,公式資料の組織表記,SUPPORTED,2026-09-20,
B4W3E0075,Organization,ORG000052,name,新潟アルビレックスBB,B4W3S0009,資料内の組織名・経歴欄,公式資料の組織表記,SUPPORTED,2026-09-20,
B4W3E0076,Organization,ORG000054,name,名古屋ダイヤモンドドルフィンズ,B4W3S0009,資料内の組織名・経歴欄,公式資料の組織表記,SUPPORTED,2026-09-20,
B4W3E0077,Organization,ORG000067,name,熊本ヴォルターズ,B4W3S0009,資料内の組織名・経歴欄,公式資料の組織表記,SUPPORTED,2026-09-20,
B4W3E0078,Organization,ORG000090,name,横浜エクセレンス,B4W3S0006,資料内の組織名・経歴欄,公式資料の組織表記,SUPPORTED,2026-09-20,
B4W3E0079,Organization,ORG000100,name,山口パッツファイブ,B4W3S0004,資料内の組織名・経歴欄,公式資料の組織表記,SUPPORTED,2026-09-20,
B4W3E0080,Organization,ORG000101,name,鹿児島レブナイズ,B4W3S0006,資料内の組織名・経歴欄,公式資料の組織表記,SUPPORTED,2026-09-20,
B4W3E0081,Organization,ORG000102,name,東京サンレーヴス,B4W3S0009,資料内の組織名・経歴欄,公式資料の組織表記,SUPPORTED,2026-09-20,
B4W3E0082,Organization,ORG000103,name,茨城ロボッツ,B4W3S0009,資料内の組織名・経歴欄,公式資料の組織表記,SUPPORTED,2026-09-20,
B4W3E0083,Organization,ORG000104,name,三菱電機ダイヤモンドドルフィンズ,B4W3S0009,資料内の組織名・経歴欄,公式資料の組織表記,SUPPORTED,2026-09-20,
B4W4E0001,Person,P000071,name,今泉 太陽,B4W4S0001,候補選手一覧 > 今泉 太陽 > プロフィール,B.LEAGUE公式の氏名,SUPPORTED,2026-09-21,
B4W4E0002,Person,P000071,birth_date,2003-08-12,B4W4S0001,候補選手一覧 > 今泉 太陽 > 生年月日,生年月日を掲載,SUPPORTED,2026-09-21,
B4W4E0003,Person,P000071,position,SG,B4W4S0001,候補選手一覧 > 今泉 太陽 > ポジション,登録ポジション,SUPPORTED,2026-09-21,
B4W4E0004,Person,P000071,height_cm,181,B4W4S0001,候補選手一覧 > 今泉 太陽 > 身長,ドラフト候補プロフィールの身長,SUPPORTED,2026-09-21,
B4W4E0005,Person,P000071,weight_kg,74,B4W4S0001,候補選手一覧 > 今泉 太陽 > 体重,ドラフト候補プロフィールの体重,SUPPORTED,2026-09-21,
B4W4E0006,Person,P000071,draft_candidate_listing,B.LEAGUE DRAFT 2026,B4W4S0001,候補選手一覧 > 今泉 太陽,候補選手一覧への掲載,SUPPORTED,2026-09-21,
B4W4E0007,Career,C000253,organization_id,ORG000010,B4W4S0001,今泉 太陽 > 経歴 > 2019年4月-2022年3月,福岡第一高等学校の期間を掲載,SUPPORTED,2026-09-21,
B4W4E0009,Career,C000253,start,2019,B4W4S0001,今泉 太陽 > 経歴,開始年月を2019年4月と掲載,SUPPORTED,2026-09-21,
B4W4E0010,Career,C000253,end,2022,B4W4S0001,今泉 太陽 > 経歴,終了年月を2022年3月と掲載,SUPPORTED,2026-09-21,
B4W4E0011,Career,C000254,organization_id,ORG000017,B4W4S0002,ROSTER > No.8 今泉 太陽,日本経済大学の大会ロスター,SUPPORTED,2026-09-21,
B4W4E0012,Career,C000254,role,Player,B4W4S0002,ROSTER・STATS > No.8,2025年大会で7試合出場,SUPPORTED,2026-09-21,
B4W4E0013,Career,C000254,start,2022,B4W4S0001,今泉 太陽 > 経歴 > 2022年4月-現在,大学開始年月を掲載,SUPPORTED,2026-09-21,
B4W4E0014,Career,C000254,competition_participation,2025インカレ 7試合,B4W4S0002,STATS > No.8 今泉 太陽,7試合・205分22秒の出場記録,SUPPORTED,2026-09-21,
B4W4E0015,Person,P000072,name,崎濱 秀真,B4W4S0001,候補選手一覧 > 崎濱 秀真 > プロフィール,B.LEAGUE公式の氏名,SUPPORTED,2026-09-21,
B4W4E0016,Person,P000072,birth_date,2003-08-21,B4W4S0001,候補選手一覧 > 崎濱 秀真 > 生年月日,生年月日を掲載,SUPPORTED,2026-09-21,
B4W4E0017,Person,P000072,position,PG/SG,B4W4S0001,候補選手一覧 > 崎濱 秀真 > ポジション,登録ポジション,SUPPORTED,2026-09-21,
B4W4E0018,Person,P000072,height_cm,181,B4W4S0001,候補選手一覧 > 崎濱 秀真 > 身長,ドラフト候補プロフィールの身長,SUPPORTED,2026-09-21,
B4W4E0019,Person,P000072,weight_kg,83,B4W4S0001,候補選手一覧 > 崎濱 秀真 > 体重,ドラフト候補プロフィールの体重,SUPPORTED,2026-09-21,
B4W4E0020,Person,P000072,draft_candidate_listing,B.LEAGUE DRAFT 2026,B4W4S0001,候補選手一覧 > 崎濱 秀真,候補選手一覧への掲載,SUPPORTED,2026-09-21,
B4W4E0021,Career,C000255,organization_id,ORG000010,B4W4S0001,崎濱 秀真 > 経歴 > 2019年4月-2022年3月,福岡第一高等学校の期間を掲載,SUPPORTED,2026-09-21,
B4W4E0023,Career,C000255,start,2019,B4W4S0001,崎濱 秀真 > 経歴,開始年月を2019年4月と掲載,SUPPORTED,2026-09-21,
B4W4E0024,Career,C000255,end,2022,B4W4S0001,崎濱 秀真 > 経歴,終了年月を2022年3月と掲載,SUPPORTED,2026-09-21,
B4W4E0025,Career,C000256,organization_id,ORG000105,B4W4S0003,ROSTER > No.23 崎濱 秀真,新潟経営大学の2022年大会ロスター,SUPPORTED,2026-09-21,
B4W4E0026,Career,C000256,role,Player,B4W4S0004,ROSTER・STATS > No.23,2024年大会で2試合出場,SUPPORTED,2026-09-21,
B4W4E0027,Career,C000256,start,2022,B4W4S0001,崎濱 秀真 > 経歴 > 2022年4月-現在,大学開始年月を掲載,SUPPORTED,2026-09-21,
B4W4E0028,Career,C000256,competition_participation,2024インカレ 2試合,B4W4S0004,STATS > No.23 崎濱 秀真,2試合・30分27秒の出場記録,SUPPORTED,2026-09-21,
B4W4E0029,Organization,ORG000010,name,福岡第一高等学校,B4W4S0001,両選手の経歴欄,公式資料内の組織表記,SUPPORTED,2026-09-21,
B4W4E0030,Organization,ORG000017,name,日本経済大学,B4W4S0002,大学名・ROSTER,JUBF公式資料の組織名,SUPPORTED,2026-09-21,
B4W4E0031,Organization,ORG000105,name,新潟経営大学,B4W4S0004,大学名・ROSTER,JUBF公式資料の組織名,SUPPORTED,2026-09-21,
B5W1E0001,Person,P000073,name,崎濱 秀斗,B5W1S0002,基本情報 > 選手名,B.LEAGUE公式の氏名,SUPPORTED,2026-09-21,
B5W1E0002,Person,P000073,name_en,Shuto Sakihama,B5W1S0002,基本情報 > 英語表記,B.LEAGUE公式の英語表記,SUPPORTED,2026-09-21,
B5W1E0003,Person,P000073,birth_date,2005-05-08,B5W1S0001,選手プロフィール > 生年月日,クラブ公式プロフィール,SUPPORTED,2026-09-21,
B5W1E0004,Person,P000073,height_cm,178,B5W1S0001,選手プロフィール > 身長,加入発表時の登録身長,SUPPORTED,2026-09-21,
B5W1E0005,Person,P000073,weight_kg,84,B5W1S0001,選手プロフィール > 体重,加入発表時の登録体重,SUPPORTED,2026-09-21,
B5W1E0006,Person,P000073,position,PG,B5W1S0001,選手プロフィール > ポジション,加入発表時の登録ポジション,SUPPORTED,2026-09-21,
B5W1E0007,Career,C000257,organization_id,ORG000010,B5W1S0001,選手プロフィール > 経歴 > 2021-24,福岡第一高校を掲載,SUPPORTED,2026-09-21,
B5W1E0008,Career,C000257,start,2021,B5W1S0001,選手プロフィール > 経歴,高校経歴の開始年,SUPPORTED,2026-09-21,
B5W1E0009,Career,C000257,end,2024,B5W1S0001,選手プロフィール > 経歴,高校経歴の終了年,SUPPORTED,2026-09-21,
B5W1E0010,Career,C000257,role,Player,B5W1S0001,本文 > 福岡第一高校時代,チームの中心選手として活動したとの記載,SUPPORTED,2026-09-21,
B5W1E0011,Career,C000258,organization_id,ORG000107,B5W1S0001,選手プロフィール > 経歴 > 2024,琉球ゴールデンキングスU18を掲載,SUPPORTED,2026-09-21,
B5W1E0012,Career,C000258,role,Player,B5W1S0001,本文 > キングスU18での活動経験,選手としての活動経験,SUPPORTED,2026-09-21,
B5W1E0013,Career,C000258,start,2024,B5W1S0001,選手プロフィール > 経歴,U18活動年,SUPPORTED,2026-09-21,
B5W1E0014,Career,C000258,end,2024,B5W1S0001,選手プロフィール > 経歴,U18活動年,SUPPORTED,2026-09-21,
B5W1E0015,Career,C000259,organization_id,ORG000108,B5W1S0002,基本情報 > 出身校,セントトーマス モア スクールを掲載,SUPPORTED,2026-09-21,
B5W1E0016,Career,C000259,role,Player,B5W1S0001,本文 > 学業とバスケットボール,同校で競技活動を行う記載,SUPPORTED,2026-09-21,
B5W1E0017,Career,C000259,start,2024,B5W1S0001,選手プロフィール > 経歴 > 2024-,開始年を掲載,SUPPORTED,2026-09-21,
B5W1E0018,Career,C000260,organization_id,ORG000106,B5W1S0001,加入発表本文,琉球ゴールデンキングスへの加入,SUPPORTED,2026-09-21,
B5W1E0019,Career,C000260,role,Player,B5W1S0001,加入発表本文,特別指定選手のプロ契約,SUPPORTED,2026-09-21,
B5W1E0020,Career,C000260,registration_type,特別指定選手（プロ契約）,B5W1S0001,加入発表本文,契約区分を明記,SUPPORTED,2026-09-21,
B5W1E0021,Career,C000260,start,2024,B5W1S0003,主な経歴 > 2024-26,クラブ経歴の開始年,SUPPORTED,2026-09-21,
B5W1E0022,Career,C000260,end,2026,B5W1S0003,主な経歴 > 2024-26,クラブ経歴の終了年,SUPPORTED,2026-09-21,
B5W1E0023,Career,C000260,competition_participation,2024-25 B1 13試合・CS 4試合、2025-26 B1 40試合,B5W1S0002,シーズン成績,B.LEAGUE公式戦出場,SUPPORTED,2026-09-21,
B5W1E0024,Career,C000260,activity_status,活動終了・退団,B5W1S0003,発表本文,特別指定選手としての活動終了と退団,SUPPORTED,2026-09-21,
B5W1E0025,Person,P000074,name,轟 琉維,B5W1S0008,基本情報 > 選手名,B.LEAGUE公式の氏名,SUPPORTED,2026-09-21,
B5W1E0026,Person,P000074,name_en,Rui Todoroki,B5W1S0008,基本情報 > 英語表記,B.LEAGUE公式の英語表記,SUPPORTED,2026-09-21,
B5W1E0027,Person,P000074,birth_date,2004-05-01,B5W1S0004,選手プロフィール > 生年月日,クラブ公式プロフィール,SUPPORTED,2026-09-21,
B5W1E0028,Person,P000074,height_cm,169,B5W1S0008,基本情報 > 身長,B.LEAGUE公式の登録身長,SUPPORTED,2026-09-21,
B5W1E0029,Person,P000074,weight_kg,71,B5W1S0008,基本情報 > 体重,B.LEAGUE公式の登録体重,SUPPORTED,2026-09-21,
B5W1E0030,Person,P000074,position,PG,B5W1S0004,選手プロフィール > ポジション,クラブ公式の登録ポジション,SUPPORTED,2026-09-21,
B5W1E0031,Career,C000261,organization_id,ORG000010,B5W1S0004,選手プロフィール > 出身校,福岡第一高校を掲載,SUPPORTED,2026-09-21,
B5W1E0033,Career,C000262,organization_id,ORG000015,B5W1S0005,選手プロフィール > 出身校,東海大学在学中・2年と掲載,SUPPORTED,2026-09-21,
B5W1E0034,Career,C000262,role,Player,B5W1S0004,本文 > 東海大学2年,東海大学所属選手として掲載,SUPPORTED,2026-09-21,
B5W1E0035,Career,C000262,grade,2年,B5W1S0005,選手プロフィール > 出身校,2025年1月時点で2年,SUPPORTED,2026-09-21,
B5W1E0036,Career,C000263,organization_id,ORG000109,B5W1S0004,加入発表本文,アルバルク東京への加入,SUPPORTED,2026-09-21,
B5W1E0037,Career,C000263,role,Player,B5W1S0004,加入発表本文,特別指定選手として加入,SUPPORTED,2026-09-21,
B5W1E0038,Career,C000263,registration_type,特別指定選手,B5W1S0004,発表見出し・本文,登録区分を明記,SUPPORTED,2026-09-21,
B5W1E0039,Career,C000263,league_registration,2025-01-11登録完了,B5W1S0005,発表本文,リーグ登録手続き完了,SUPPORTED,2026-09-21,
B5W1E0040,Career,C000263,competition_participation,2025-02-08 Bリーグ初出場・初得点,B5W1S0006,ゲームレポート冒頭,B1公式戦デビュー,SUPPORTED,2026-09-21,
B5W1E0041,Career,C000263,activity_end,2025-03-05,B5W1S0007,発表本文,活動終了日を明記,SUPPORTED,2026-09-21,
B5W1E0042,Career,C000264,organization_id,ORG000048,B5W1S0008,クラブ所属履歴 > 2025-26,佐賀所属を掲載,SUPPORTED,2026-09-21,
B5W1E0043,Career,C000264,role,Player,B5W1S0008,シーズン成績 > 2025-26 B1,佐賀での公式戦出場,SUPPORTED,2026-09-21,
B5W1E0045,Career,C000264,competition_participation,2025-26 B1 13試合,B5W1S0008,シーズン成績・試合成績,佐賀でのB1公式戦出場,SUPPORTED,2026-09-21,
